FacturaID;Fecha;ClienteID;ProductoID;Cantidad;PrecioUnitario;CostoUnitario
20030;2024-07-03;44;128;28;897,66;580,98
20030;2024-07-03;44;107;36;1619,47;1262,76
20030;2024-07-03;44;105;29;2121,48;1435,8
20030;2024-07-03;44;102;27;1364,17;926,45
20030;2024-07-03;44;110;34;2039,4;1483,21
20030;2024-07-03;44;116;25;4272,61;3057,3
20031;2024-07-04;68;137;6;1545,02;1032,01
20031;2024-07-04;68;108;6;1784,79;1187,58
20031;2024-07-04;68;122;4;517,22;343,0
20031;2024-07-04;68;112;5;1345,48;923,08
20031;2024-07-04;68;127;2;1136,85;867,47
20031;2024-07-04;68;123;14;1275,13;819,79
20032;2024-07-04;60;137;9;1606,37;1037,24
20032;2024-07-04;60;110;11;1992,43;1526,41
20032;2024-07-04;60;103;15;779,09;486,89
20033;2024-07-04;67;141;20;1826,14;1347,34
20033;2024-07-04;67;108;27;1743,43;1195,82
20033;2024-07-04;67;111;21;2891,5;2235,96
20033;2024-07-04;67;126;21;1554,95;1084,19
20033;2024-07-04;67;120;23;1603,29;1164,31
20033;2024-07-04;67;139;17;958,69;604,93
20034;2024-07-04;61;134;4;1375,74;969,25
20034;2024-07-04;61;104;1;936,09;635,79
20034;2024-07-04;61;127;4;1123,17;849,63
20034;2024-07-04;61;116;6;4086,03;3046,56
20035;2024-07-04;15;140;8;2699,97;1958,83
20035;2024-07-04;15;135;7;2221,82;1693,2
20035;2024-07-04;15;119;9;2359,96;1779,66
20036;2024-07-04;47;103;14;781,22;489,55
20036;2024-07-04;47;120;10;1647,04;1150,8
20036;2024-07-04;47;146;11;1527,09;1079,7
20037;2024-07-04;14;137;9;1602,3;1030,17
20037;2024-07-04;14;139;7;960,9;616,94
20037;2024-07-04;14;123;6;1264,65;828,49
20038;2024-07-04;59;102;7;1355,29;920,63
20038;2024-07-04;59;117;4;5565,8;4079,12
20038;2024-07-04;59;123;4;1215,25;828,99
20038;2024-07-04;59;102;11;1392,89;901,77
20039;2024-07-04;48;122;4;534,24;338,41
20039;2024-07-04;48;110;3;2002,82;1495,99
20040;2024-07-05;11;130;1;1376,11;1030,13
20040;2024-07-05;11;117;1;5458,9;4054,23
20040;2024-07-05;11;122;6;525,92;338,58
20040;2024-07-05;11;102;5;1410,64;904,66
20041;2024-07-05;8;104;12;957,84;623,95
20041;2024-07-05;8;145;6;1937,56;1287,39
20041;2024-07-05;8;138;11;6707,41;4637,46
20041;2024-07-05;8;120;7;1656,66;1149,4
20041;2024-07-05;8;133;11;1489,05;968,87
20042;2024-07-05;68;120;6;1631,62;1134,46
20042;2024-07-05;68;110;5;1982,11;1528,85
20043;2024-07-05;16;123;32;1287,23;817,08
20043;2024-07-05;16;144;31;1249,34;771,02
20043;2024-07-05;16;143;27;1445,22;924,72
20043;2024-07-05;16;134;29;1408,61;981,68
20043;2024-07-05;16;127;30;1177,0;868,93
20043;2024-07-05;16;135;30;2307,69;1737,16
20043;2024-07-05;16;106;26;1816,81;1358,14
20043;2024-07-05;16;139;26;952,15;611,45
20044;2024-07-05;71;107;1;1636,89;1219,02
20044;2024-07-05;71;124;5;676,36;506,87
20044;2024-07-05;71;129;6;2052,79;1423,46
20044;2024-07-05;71;126;4;1544,77;1077,15
20044;2024-07-05;71;128;5;894,69;591,26
20044;2024-07-05;71;142;5;1988,77;1415,56
20044;2024-07-05;71;117;4;5486,42;4098,35
20045;2024-07-05;67;143;18;1480,1;930,84
20045;2024-07-05;67;106;18;1828,11;1379,9
20045;2024-07-05;67;126;23;1548,59;1081,94
20045;2024-07-05;67;135;24;2264,19;1751,31
20045;2024-07-05;67;129;25;2140,98;1406,91
20045;2024-07-05;67;129;22;2119,04;1449,27
20045;2024-07-05;67;122;19;524,34;340,57
20045;2024-07-05;67;146;19;1548,41;1114,42
20045;2024-07-05;67;134;24;1363,23;971,93
20045;2024-07-05;67;124;22;667,92;510,88
20045;2024-07-05;67;117;26;5673,37;4066,04
20045;2024-07-05;67;107;14;1587,57;1243,63
20046;2024-07-05;41;123;4;1223,07;809,34
20046;2024-07-05;41;145;9;2023,26;1277,67
20046;2024-07-05;41;139;1;1005,5;615,53
20046;2024-07-05;41;110;1;1939,53;1533,81
20047;2024-07-05;64;102;8;1416,87;910,23
20047;2024-07-05;64;119;5;2286,63;1801,83
20047;2024-07-05;64;142;1;1968,05;1412,88
20047;2024-07-05;64;122;4;531,93;343,7
20047;2024-07-05;64;137;4;1567,29;1033,0
20048;2024-07-05;71;116;1;4171,36;3050,29
20048;2024-07-05;71;131;1;1701,26;1041,63
20048;2024-07-05;71;105;1;2084,02;1463,26
20049;2024-07-06;19;126;9;1536,89;1047,72
20049;2024-07-06;19;118;3;718,87;464,96
20049;2024-07-06;19;117;3;5637,99;3973,92
20049;2024-07-06;19;147;3;1369,38;837,68
20049;2024-07-06;19;127;10;1164,4;850,03
20050;2024-07-06;3;146;9;1557,78;1114,07
20050;2024-07-06;3;135;1;2275,39;1694,93
20051;2024-07-06;75;129;12;2127,9;1438,75
20051;2024-07-06;75;131;14;1724,59;1042,44
20051;2024-07-06;75;133;11;1409,25;991,32
20051;2024-07-06;75;117;11;5482,88;4059,0
20051;2024-07-06;75;121;14;1504,42;1089,55
20051;2024-07-06;75;103;7;763,06;483,68
20052;2024-07-06;42;120;5;1695,21;1142,74
20052;2024-07-06;42;127;9;1153,19;862,92
20052;2024-07-06;42;139;2;966,14;609,74
20052;2024-07-06;42;146;13;1529,45;1092,13
20052;2024-07-06;42;137;2;1599,42;1045,01
20052;2024-07-06;42;125;10;2447,03;1855,75
20052;2024-07-06;42;116;4;4218,52;3061,64
20053;2024-07-06;51;139;1;967,68;604,95
20053;2024-07-06;51;135;5;2229,26;1723,66
20053;2024-07-06;51;110;9;1984,58;1530,02
20053;2024-07-06;51;134;4;1349,97;993,4
20053;2024-07-06;51;133;4;1452,7;979,23
20053;2024-07-06;51;103;10;775,94;493,67
20053;2024-07-06;51;101;9;1454,38;1149,02
20054;2024-07-06;53;123;1;1261,29;832,59
20054;2024-07-06;53;116;6;4145,92;3002,47
20055;2024-07-06;30;127;7;1165,4;871,86
20055;2024-07-06;30;142;5;1912,07;1438,28
20056;2024-07-06;51;137;4;1615,29;1028,39
20056;2024-07-06;51;102;8;1363,31;913,77
20056;2024-07-06;51;123;4;1260,6;824,95
20056;2024-07-06;51;142;5;1907,2;1414,78
20056;2024-07-06;51;117;11;5677,66;4052,19
20057;2024-07-06;24;116;6;4243,95;3018,85
20057;2024-07-06;24;130;3;1361,24;1024,37
20057;2024-07-06;24;121;7;1444,07;1092,18
20057;2024-07-06;24;124;3;697,78;498,67
20057;2024-07-06;24;115;8;1088,76;793,89
20057;2024-07-06;24;129;6;2069,96;1425,9
20058;2024-07-06;60;117;14;5568,22;4028,71
20058;2024-07-06;60;117;7;5471,45;4095,35
20058;2024-07-06;60;116;11;4228,89;3022,02
20058;2024-07-06;60;137;12;1590,02;1033,63
20058;2024-07-06;60;128;9;888,44;585,87
20058;2024-07-06;60;113;8;903,6;611,67
20058;2024-07-06;60;104;14;946,96;632,49
20058;2024-07-06;60;103;12;782,23;489,52
20059;2024-07-08;42;141;5;1843,54;1342,93
20059;2024-07-08;42;143;2;1445,26;923,51
20059;2024-07-08;42;107;1;1591,88;1243,74
20059;2024-07-08;42;117;4;5439,31;3988,74
20060;2024-07-08;1;102;1;1367,13;894,15
20060;2024-07-08;1;147;3;1385,2;829,9
20060;2024-07-08;1;121;2;1503,88;1082,92
20060;2024-07-08;1;146;5;1563,57;1097,49
20061;2024-07-08;49;120;1;1668,09;1152,0
20061;2024-07-08;49;119;4;2304,66;1804,89
20061;2024-07-08;49;127;6;1165,72;847,39
20061;2024-07-08;49;116;6;4243,72;3061,79
20062;2024-07-08;69;123;7;1224,13;813,88
20062;2024-07-08;69;142;3;1981,06;1388,07
20062;2024-07-08;69;145;2;2026,22;1268,57
20063;2024-07-08;9;130;3;1366,47;1009,7
20063;2024-07-08;9;136;4;1143,26;773,28
20063;2024-07-08;9;103;8;780,18;485,28
20063;2024-07-08;9;139;1;993,61;605,71
20064;2024-07-08;42;112;2;1380,48;949,18
20064;2024-07-08;42;116;5;4214,29;3067,57
20064;2024-07-08;42;135;5;2206,14;1739,99
20065;2024-07-08;45;145;9;2000,36;1296,52
20065;2024-07-08;45;108;13;1737,03;1186,8
20065;2024-07-08;45;123;9;1276,2;817,58
20065;2024-07-08;45;144;5;1254,68;797,49
20065;2024-07-08;45;128;12;870,46;578,97
20066;2024-07-08;58;141;21;1804,76;1345,29
20066;2024-07-08;58;133;23;1458,95;988,41
20066;2024-07-08;58;110;17;2011,09;1517,46
20066;2024-07-08;58;142;19;1930,46;1440,4
20066;2024-07-08;58;101;29;1488,03;1150,51
20066;2024-07-08;58;124;28;669,5;510,83
20066;2024-07-08;58;110;21;2029,32;1507,1
20066;2024-07-08;58;127;18;1140,29;848,72
20066;2024-07-08;58;126;24;1579,74;1046,09
20066;2024-07-08;58;141;20;1895,99;1326,41
20067;2024-07-08;53;136;7;1116,62;783,26
20067;2024-07-08;53;129;6;2127,72;1422,21
20067;2024-07-08;53;129;8;2067,96;1436,86
20067;2024-07-08;53;145;1;1960,7;1295,37
20067;2024-07-08;53;136;6;1147,3;788,87
20067;2024-07-08;53;119;8;2299,23;1805,56
20067;2024-07-08;53;147;11;1387,04;845,27
20067;2024-07-08;53;140;6;2631,04;1980,89
20068;2024-07-09;18;134;8;1339,36;989,05
20068;2024-07-09;18;120;8;1661,67;1152,22
20068;2024-07-09;18;125;8;2377,47;1855,09
20068;2024-07-09;18;101;11;1452,56;1119,45
20068;2024-07-09;18;139;10;990,23;617,6
20068;2024-07-09;18;144;11;1220,53;770,2
20069;2024-07-09;68;114;12;743,45;535,85
20069;2024-07-09;68;123;9;1230,74;830,65
20069;2024-07-09;68;116;10;4282,67;3005,09
20069;2024-07-09;68;102;5;1372,16;905,56
20069;2024-07-09;68;124;11;685,58;512,84
20069;2024-07-09;68;132;8;2920,13;2332,58
20070;2024-07-09;13;112;1;1382,5;938,25
20070;2024-07-09;13;129;5;2071,16;1458,29
20070;2024-07-09;13;127;3;1160,91;845,9
20070;2024-07-09;13;141;9;1796,24;1317,69
20070;2024-07-09;13;140;10;2769,48;1940,31
20070;2024-07-09;13;129;4;2108,4;1454,0
20070;2024-07-09;13;120;2;1673,73;1157,89
20070;2024-07-09;13;134;5;1345,09;998,53
20071;2024-07-09;30;140;8;2674,18;1977,06
20071;2024-07-09;30;137;5;1535,41;1027,72
20071;2024-07-09;30;147;8;1349,24;839,59
20071;2024-07-09;30;133;4;1463,98;957,72
20071;2024-07-09;30;130;7;1374,14;1037,03
20072;2024-07-09;20;136;13;1137,35;769,29
20072;2024-07-09;20;120;10;1627,21;1127,76
20072;2024-07-09;20;110;10;1973,92;1507,26
20072;2024-07-09;20;119;11;2292,62;1809,27
20072;2024-07-09;20;117;9;5561,44;3994,76
20072;2024-07-09;20;143;11;1485,25;958,2
20073;2024-07-09;74;109;20;680,43;515,16
20073;2024-07-09;74;108;19;1715,06;1164,31
20073;2024-07-09;74;120;25;1693,98;1154,7
20073;2024-07-09;74;125;21;2467,15;1848,15
20074;2024-07-09;51;118;4;725,19;471,43
20074;2024-07-09;51;139;8;1001,14;621,7
20074;2024-07-09;51;107;6;1582,78;1262,77
20074;2024-07-09;51;146;8;1593,59;1091,82
20074;2024-07-09;51;134;6;1379,26;991,82
20075;2024-07-09;51;120;7;1692,77;1130,85
20075;2024-07-09;51;137;5;1535,15;1046,55
20075;2024-07-09;51;145;6;1945,51;1297,13
20075;2024-07-09;51;141;5;1882,75;1342,54
20075;2024-07-09;51;107;7;1581,07;1228,3
20075;2024-07-09;51;120;8;1644,96;1149,07
20076;2024-07-09;75;144;12;1264,38;784,21
20076;2024-07-09;75;139;6;971,74;619,78
20076;2024-07-09;75;104;9;965,33;631,34
20077;2024-07-09;46;129;24;2118,27;1442,38
20077;2024-07-09;46;146;22;1534,34;1114,05
20077;2024-07-09;46;111;21;2942,95;2254,71
20077;2024-07-09;46;134;16;1356,9;983,84
20077;2024-07-09;46;134;22;1351,08;1008,51
20077;2024-07-09;46;124;25;671,65;517,27
20077;2024-07-09;46;135;23;2229,52;1716,8
20077;2024-07-09;46;138;24;6908,74;4690,51
20078;2024-07-09;58;117;25;5532,89;4078,28
20078;2024-07-09;58;133;24;1465,41;960,79
20078;2024-07-09;58;146;23;1526,18;1086,66
20078;2024-07-09;58;146;24;1525,06;1096,82
20078;2024-07-09;58;110;25;1996,69;1499,89
20078;2024-07-09;58;110;21;1990,95;1497,28
20078;2024-07-09;58;134;21;1355,64;998,8
20078;2024-07-09;58;105;19;2146,87;1417,34
20078;2024-07-09;58;117;23;5585,74;3990,01
20079;2024-07-10;41;129;1;2080,84;1453,78
20079;2024-07-10;41;130;1;1375,41;1036,73
20080;2024-07-10;11;133;5;1433,75;963,68
20080;2024-07-10;11;107;4;1589,29;1245,35
20080;2024-07-10;11;129;1;2090,3;1433,2
20080;2024-07-10;11;145;1;1941,18;1264,79
20080;2024-07-10;11;116;1;4121,15;3098,17
20080;2024-07-10;11;145;1;1978,17;1266,24
20080;2024-07-10;11;120;1;1656,1;1151,6
20081;2024-07-10;57;125;21;2388,65;1816,53
20081;2024-07-10;57;116;18;4209,48;3015,8
20081;2024-07-10;57;123;19;1268,19;832,92
20081;2024-07-10;57;106;20;1880,54;1395,87
20081;2024-07-10;57;120;20;1681,94;1123,6
20081;2024-07-10;57;147;17;1317,8;855,61
20081;2024-07-10;57;137;18;1560,82;1057,83
20081;2024-07-10;57;139;21;976,42;622,19
20082;2024-07-10;31;134;25;1409,89;993,18
20082;2024-07-10;31;122;23;523,62;344,48
20082;2024-07-10;31;129;15;2104,07;1439,52
20082;2024-07-10;31;109;14;709,83;515,67
20082;2024-07-10;31;126;17;1617,93;1076,56
20082;2024-07-10;31;107;23;1624,01;1236,18
20082;2024-07-10;31;133;21;1467,52;959,55
20082;2024-07-10;31;108;22;1731,32;1162,98
20083;2024-07-10;19;129;1;2070,86;1429,04
20083;2024-07-10;19;142;7;1902,39;1415,42
20083;2024-07-10;19;116;8;4309,96;3040,35
20084;2024-07-10;1;142;7;1990,62;1391,52
20084;2024-07-10;1;134;2;1408,99;1000,51
20084;2024-07-10;1;121;1;1521,57;1085,45
20085;2024-07-10;37;118;3;723,37;466,99
20085;2024-07-10;37;134;6;1342,61;972,98
20085;2024-07-10;37;138;8;6883,27;4648,22
20085;2024-07-10;37;101;3;1489,85;1116,18
20085;2024-07-10;37;134;9;1349,52;994,75
20086;2024-07-10;36;105;8;2082,41;1411,34
20086;2024-07-10;36;103;7;785,88;493,83
20086;2024-07-10;36;137;12;1573,29;1020,16
20086;2024-07-10;36;104;11;955,34;627,87
20086;2024-07-10;36;123;15;1213,1;818,99
20086;2024-07-10;36;134;14;1378,15;978,1
20086;2024-07-10;36;104;9;967,44;617,42
20086;2024-07-10;36;120;12;1681,02;1161,74
20086;2024-07-10;36;132;7;2981,35;2249,37
20087;2024-07-11;22;131;7;1654,65;1053,61
20087;2024-07-11;22;134;10;1409,8;972,47
20088;2024-07-11;76;135;6;2229,96;1722,76
20088;2024-07-11;76;132;3;2905,43;2298,13
20088;2024-07-11;76;135;11;2220,96;1758,13
20088;2024-07-11;76;142;6;1915,54;1420,59
20088;2024-07-11;76;110;7;1967,14;1512,76
20088;2024-07-11;76;113;1;883,91;596,43
20089;2024-07-11;77;101;5;1437,92;1121,34
20089;2024-07-11;77;120;1;1683,56;1140,97
20089;2024-07-11;77;123;2;1286,55;810,07
20089;2024-07-11;77;129;9;2038,74;1417,66
20089;2024-07-11;77;121;1;1461,04;1080,64
20089;2024-07-11;77;137;1;1572,75;1033,07
20089;2024-07-11;77;108;1;1706,28;1155,06
20089;2024-07-11;77;144;1;1285,57;772,05
20090;2024-07-11;9;117;3;5579,0;4101,36
20090;2024-07-11;9;144;5;1221,2;786,36
20090;2024-07-11;9;103;3;787,77;492,5
20090;2024-07-11;9;107;3;1553,09;1240,39
20090;2024-07-11;9;119;2;2352,43;1825,45
20090;2024-07-11;9;137;5;1615,4;1046,78
20091;2024-07-11;16;139;29;966,59;599,49
20091;2024-07-11;16;135;27;2260,35;1698,41
20091;2024-07-11;16;126;30;1586,34;1057,53
20091;2024-07-11;16;114;29;732,13;531,17
20091;2024-07-11;16;126;27;1536,77;1078,59
20091;2024-07-11;16;113;34;888,49;599,85
20091;2024-07-11;16;141;35;1855,87;1355,39
20091;2024-07-11;16;136;25;1144,44;776,02
20091;2024-07-11;16;115;32;1072,14;787,25
20092;2024-07-11;65;111;5;2902,74;2208,63
20092;2024-07-11;65;121;6;1513,48;1087,22
20092;2024-07-11;65;104;3;947,53;624,09
20092;2024-07-11;65;116;6;4271,7;3085,65
20093;2024-07-11;64;147;1;1372,35;852,31
20093;2024-07-11;64;108;4;1795,4;1152,47
20093;2024-07-11;64;127;8;1159,38;863,52
20093;2024-07-11;64;137;6;1568,27;1047,0
20093;2024-07-11;64;117;1;5500,95;4106,15
20093;2024-07-11;64;146;9;1516,74;1091,3
20094;2024-07-11;6;126;17;1599,04;1057,74
20094;2024-07-11;6;146;24;1511,4;1083,19
20094;2024-07-11;6;104;25;953,87;625,75
20094;2024-07-11;6;146;18;1525,52;1090,47
20094;2024-07-11;6;134;25;1399,49;981,62
20094;2024-07-11;6;115;21;1071,93;781,87
20094;2024-07-11;6;108;17;1714,76;1173,24
20094;2024-07-11;6;121;21;1483,19;1091,44
20094;2024-07-11;6;115;23;1074,91;780,44
20094;2024-07-11;6;134;26;1407,02;996,61
20094;2024-07-11;6;117;22;5462,65;3987,73
20095;2024-07-11;46;116;21;4280,66;3016,49
20095;2024-07-11;46;145;19;2022,13;1284,74
20095;2024-07-11;46;105;20;2137,02;1413,58
20095;2024-07-11;46;103;21;793,15;483,97
20095;2024-07-11;46;134;23;1416,23;972,37
20095;2024-07-11;46;129;22;2152,6;1409,58
20096;2024-07-12;57;141;19;1884,29;1313,18
20096;2024-07-12;57;145;16;1926,62;1303,62
20096;2024-07-12;57;125;22;2432,76;1845,84
20096;2024-07-12;57;119;19;2407,57;1785,98
20096;2024-07-12;57;130;21;1359,48;1034,32
20096;2024-07-12;57;126;23;1616,29;1062,27
20096;2024-07-12;57;122;22;524,45;344,65
20097;2024-07-12;32;139;6;1008,78;617,01
20097;2024-07-12;32;120;13;1654,41;1143,89
20097;2024-07-12;32;120;8;1618,3;1136,3
20098;2024-07-12;29;116;7;4277,78;3052,9
20098;2024-07-12;29;120;7;1658,31;1132,35
20098;2024-07-12;29;113;7;891,8;609,69
20098;2024-07-12;29;136;1;1168,22;795,59
20098;2024-07-12;29;120;2;1693,09;1167,09
20098;2024-07-12;29;109;5;679,09;516,19
20098;2024-07-12;29;130;3;1366,48;1022,16
20098;2024-07-12;29;129;8;2054,9;1459,68
20099;2024-07-12;64;127;9;1127,61;841,05
20100;2024-07-12;3;127;6;1115,55;871,21
20100;2024-07-12;3;135;7;2306,54;1751,43
20100;2024-07-12;3;117;10;5439,36;4042,26
20100;2024-07-12;3;141;3;1890,03;1357,87
20100;2024-07-12;3;120;8;1693,75;1139,81
20101;2024-07-12;18;146;8;1571,61;1098,22
20101;2024-07-12;18;117;8;5669,61;4038,29
20101;2024-07-12;18;142;8;1963,3;1406,44
20101;2024-07-12;18;120;6;1673,17;1135,18
20101;2024-07-12;18;109;5;669,37;524,18
20101;2024-07-12;18;137;8;1586,4;1023,93
20102;2024-07-12;41;111;1;2911,41;2288,78
20102;2024-07-12;41;107;4;1623,55;1227,57
